timestamp,date,activity
5/19/2003 16:18,5/19/2003,8
5/19/2003 16:19,5/19/2003,8
5/19/2003 16:20,5/19/2003,8
5/19/2003 16:21,5/19/2003,7
5/19/2003 16:22,5/19/2003,8
5/19/2003 16:23,5/19/2003,8
5/19/2003 16:24,5/19/2003,7
5/19/2003 16:25,5/19/2003,8
5/19/2003 16:26,5/19/2003,7
5/19/2003 16:27,5/19/2003,8
5/19/2003 16:28,5/19/2003,7
5/19/2003 16:29,5/19/2003,8
5/19/2003 16:30,5/19/2003,7
5/19/2003 16:31,5/19/2003,8
5/19/2003 16:32,5/19/2003,7
5/19/2003 16:33,5/19/2003,8
5/19/2003 16:34,5/19/2003,7
5/19/2003 16:35,5/19/2003,8
5/19/2003 16:36,5/19/2003,7
5/19/2003 16:37,5/19/2003,8
5/19/2003 16:38,5/19/2003,8
5/19/2003 16:39,5/19/2003,8
5/19/2003 16:40,5/19/2003,7
5/19/2003 16:41,5/19/2003,8
5/19/2003 16:42,5/19/2003,7
5/19/2003 16:43,5/19/2003,8
5/19/2003 16:44,5/19/2003,7
5/19/2003 16:45,5/19/2003,8
5/19/2003 16:46,5/19/2003,7
5/19/2003 16:47,5/19/2003,8
5/19/2003 16:48,5/19/2003,8
5/19/2003 16:49,5/19/2003,8
5/19/2003 16:50,5/19/2003,8
5/19/2003 16:51,5/19/2003,8
5/19/2003 16:52,5/19/2003,7
5/19/2003 16:53,5/19/2003,8
5/19/2003 16:54,5/19/2003,13
5/19/2003 16:55,5/19/2003,8
5/19/2003 16:56,5/19/2003,8
5/19/2003 16:57,5/19/2003,8
5/19/2003 16:58,5/19/2003,8
5/19/2003 16:59,5/19/2003,7
5/19/2003 17:00,5/19/2003,8
5/19/2003 17:01,5/19/2003,8
5/19/2003 17:02,5/19/2003,8
5/19/2003 17:03,5/19/2003,8
5/19/2003 17:04,5/19/2003,7
5/19/2003 17:05,5/19/2003,8
5/19/2003 17:06,5/19/2003,8
5/19/2003 17:07,5/19/2003,7
5/19/2003 17:08,5/19/2003,8
5/19/2003 17:09,5/19/2003,8
5/19/2003 17:10,5/19/2003,8
5/19/2003 17:11,5/19/2003,8
5/19/2003 17:12,5/19/2003,8
5/19/2003 17:13,5/19/2003,8
5/19/2003 17:14,5/19/2003,8
5/19/2003 17:15,5/19/2003,8
5/19/2003 17:16,5/19/2003,8
5/19/2003 17:17,5/19/2003,8
5/19/2003 17:18,5/19/2003,8
5/19/2003 17:19,5/19/2003,8
5/19/2003 17:20,5/19/2003,8
5/19/2003 17:21,5/19/2003,8
5/19/2003 17:22,5/19/2003,8
5/19/2003 17:23,5/19/2003,8
5/19/2003 17:24,5/19/2003,8
5/19/2003 17:25,5/19/2003,8
5/19/2003 17:26,5/19/2003,8
5/19/2003 17:27,5/19/2003,8
5/19/2003 17:28,5/19/2003,8
5/19/2003 17:29,5/19/2003,8
5/19/2003 17:30,5/19/2003,8
5/19/2003 17:31,5/19/2003,8
5/19/2003 17:32,5/19/2003,8
5/19/2003 17:33,5/19/2003,8
5/19/2003 17:34,5/19/2003,8
5/19/2003 17:35,5/19/2003,8
5/19/2003 17:36,5/19/2003,8
5/19/2003 17:37,5/19/2003,8
5/19/2003 17:38,5/19/2003,8
5/19/2003 17:39,5/19/2003,8
5/19/2003 17:40,5/19/2003,8
5/19/2003 17:41,5/19/2003,8
5/19/2003 17:42,5/19/2003,8
5/19/2003 17:43,5/19/2003,8
5/19/2003 17:44,5/19/2003,8
5/19/2003 17:45,5/19/2003,8
5/19/2003 17:46,5/19/2003,8
5/19/2003 17:47,5/19/2003,8
5/19/2003 17:48,5/19/2003,8
5/19/2003 17:49,5/19/2003,8
5/19/2003 17:50,5/19/2003,8
5/19/2003 17:51,5/19/2003,8
5/19/2003 17:52,5/19/2003,8
5/19/2003 17:53,5/19/2003,8
5/19/2003 17:54,5/19/2003,8
5/19/2003 17:55,5/19/2003,8
5/19/2003 17:56,5/19/2003,8
5/19/2003 17:57,5/19/2003,8
5/19/2003 17:58,5/19/2003,8
5/19/2003 17:59,5/19/2003,8
5/19/2003 18:00,5/19/2003,8
5/19/2003 18:01,5/19/2003,8
5/19/2003 18:02,5/19/2003,214
5/19/2003 18:03,5/19/2003,214
5/19/2003 18:04,5/19/2003,17
5/19/2003 18:05,5/19/2003,8
5/19/2003 18:06,5/19/2003,8
5/19/2003 18:07,5/19/2003,8
5/19/2003 18:08,5/19/2003,8
5/19/2003 18:09,5/19/2003,13
5/19/2003 18:10,5/19/2003,8
5/19/2003 18:11,5/19/2003,8
5/19/2003 18:12,5/19/2003,8
5/19/2003 18:13,5/19/2003,8
5/19/2003 18:14,5/19/2003,8
5/19/2003 18:15,5/19/2003,8
5/19/2003 18:16,5/19/2003,8
5/19/2003 18:17,5/19/2003,43
5/19/2003 18:18,5/19/2003,25
5/19/2003 18:19,5/19/2003,43
5/19/2003 18:20,5/19/2003,7
5/19/2003 18:21,5/19/2003,8
5/19/2003 18:22,5/19/2003,8
5/19/2003 18:23,5/19/2003,8
5/19/2003 18:24,5/19/2003,8
5/19/2003 18:25,5/19/2003,214
5/19/2003 18:26,5/19/2003,20
5/19/2003 18:27,5/19/2003,248
5/19/2003 18:28,5/19/2003,256
5/19/2003 18:29,5/19/2003,15
5/19/2003 18:30,5/19/2003,7
5/19/2003 18:31,5/19/2003,8
5/19/2003 18:32,5/19/2003,8
5/19/2003 18:33,5/19/2003,8
5/19/2003 18:34,5/19/2003,8
5/19/2003 18:35,5/19/2003,8
5/19/2003 18:36,5/19/2003,8
5/19/2003 18:37,5/19/2003,8
5/19/2003 18:38,5/19/2003,8
5/19/2003 18:39,5/19/2003,8
5/19/2003 18:40,5/19/2003,8
5/19/2003 18:41,5/19/2003,8
5/19/2003 18:42,5/19/2003,8
5/19/2003 18:43,5/19/2003,8
5/19/2003 18:44,5/19/2003,8
5/19/2003 18:45,5/19/2003,8
5/19/2003 18:46,5/19/2003,8
5/19/2003 18:47,5/19/2003,8
5/19/2003 18:48,5/19/2003,8
5/19/2003 18:49,5/19/2003,8
5/19/2003 18:50,5/19/2003,8
5/19/2003 18:51,5/19/2003,8
5/19/2003 18:52,5/19/2003,8
5/19/2003 18:53,5/19/2003,8
5/19/2003 18:54,5/19/2003,8
5/19/2003 18:55,5/19/2003,8
5/19/2003 18:56,5/19/2003,8
5/19/2003 18:57,5/19/2003,8
5/19/2003 18:58,5/19/2003,8
5/19/2003 18:59,5/19/2003,8
5/19/2003 19:00,5/19/2003,8
5/19/2003 19:01,5/19/2003,8
5/19/2003 19:02,5/19/2003,8
5/19/2003 19:03,5/19/2003,8
5/19/2003 19:04,5/19/2003,8
5/19/2003 19:05,5/19/2003,8
5/19/2003 19:06,5/19/2003,8
5/19/2003 19:07,5/19/2003,8
5/19/2003 19:08,5/19/2003,8
5/19/2003 19:09,5/19/2003,8
5/19/2003 19:10,5/19/2003,8
5/19/2003 19:11,5/19/2003,8
5/19/2003 19:12,5/19/2003,8
5/19/2003 19:13,5/19/2003,8
5/19/2003 19:14,5/19/2003,8
5/19/2003 19:15,5/19/2003,8
5/19/2003 19:16,5/19/2003,8
5/19/2003 19:17,5/19/2003,8
5/19/2003 19:18,5/19/2003,8
5/19/2003 19:19,5/19/2003,8
5/19/2003 19:20,5/19/2003,8
5/19/2003 19:21,5/19/2003,8
5/19/2003 19:22,5/19/2003,8
5/19/2003 19:23,5/19/2003,8
5/19/2003 19:24,5/19/2003,8
5/19/2003 19:25,5/19/2003,8
5/19/2003 19:26,5/19/2003,8
5/19/2003 19:27,5/19/2003,8
5/19/2003 19:28,5/19/2003,8
5/19/2003 19:29,5/19/2003,8
5/19/2003 19:30,5/19/2003,8
5/19/2003 19:31,5/19/2003,8
5/19/2003 19:32,5/19/2003,8
5/19/2003 19:33,5/19/2003,8
5/19/2003 19:34,5/19/2003,8
5/19/2003 19:35,5/19/2003,8
5/19/2003 19:36,5/19/2003,8
5/19/2003 19:37,5/19/2003,8
5/19/2003 19:38,5/19/2003,8
5/19/2003 19:39,5/19/2003,8
5/19/2003 19:40,5/19/2003,8
5/19/2003 19:41,5/19/2003,8
5/19/2003 19:42,5/19/2003,8
5/19/2003 19:43,5/19/2003,8
5/19/2003 19:44,5/19/2003,8
5/19/2003 19:45,5/19/2003,8
5/19/2003 19:46,5/19/2003,8
5/19/2003 19:47,5/19/2003,8
5/19/2003 19:48,5/19/2003,8
5/19/2003 19:49,5/19/2003,8
5/19/2003 19:50,5/19/2003,8
5/19/2003 19:51,5/19/2003,8
5/19/2003 19:52,5/19/2003,8
5/19/2003 19:53,5/19/2003,8
5/19/2003 19:54,5/19/2003,8
5/19/2003 19:55,5/19/2003,8
5/19/2003 19:56,5/19/2003,8
5/19/2003 19:57,5/19/2003,8
5/19/2003 19:58,5/19/2003,8
5/19/2003 19:59,5/19/2003,8
5/19/2003 20:00,5/19/2003,8
5/19/2003 20:01,5/19/2003,8
5/19/2003 20:02,5/19/2003,8
5/19/2003 20:03,5/19/2003,8
5/19/2003 20:04,5/19/2003,8
5/19/2003 20:05,5/19/2003,8
5/19/2003 20:06,5/19/2003,8
5/19/2003 20:07,5/19/2003,8
5/19/2003 20:08,5/19/2003,8
5/19/2003 20:09,5/19/2003,8
5/19/2003 20:10,5/19/2003,8
5/19/2003 20:11,5/19/2003,8
5/19/2003 20:12,5/19/2003,8
5/19/2003 20:13,5/19/2003,8
5/19/2003 20:14,5/19/2003,8
5/19/2003 20:15,5/19/2003,8
5/19/2003 20:16,5/19/2003,8
5/19/2003 20:17,5/19/2003,8
5/19/2003 20:18,5/19/2003,8
5/19/2003 20:19,5/19/2003,8
5/19/2003 20:20,5/19/2003,8
5/19/2003 20:21,5/19/2003,8
5/19/2003 20:22,5/19/2003,8
5/19/2003 20:23,5/19/2003,8
5/19/2003 20:24,5/19/2003,8
5/19/2003 20:25,5/19/2003,8
5/19/2003 20:26,5/19/2003,8
5/19/2003 20:27,5/19/2003,8
5/19/2003 20:28,5/19/2003,8
5/19/2003 20:29,5/19/2003,8
5/19/2003 20:30,5/19/2003,8
5/19/2003 20:31,5/19/2003,8
5/19/2003 20:32,5/19/2003,8
5/19/2003 20:33,5/19/2003,8
5/19/2003 20:34,5/19/2003,8
5/19/2003 20:35,5/19/2003,8
5/19/2003 20:36,5/19/2003,8
5/19/2003 20:37,5/19/2003,8
5/19/2003 20:38,5/19/2003,8
5/19/2003 20:39,5/19/2003,8
5/19/2003 20:40,5/19/2003,8
5/19/2003 20:41,5/19/2003,8
5/19/2003 20:42,5/19/2003,8
5/19/2003 20:43,5/19/2003,8
5/19/2003 20:44,5/19/2003,8
5/19/2003 20:45,5/19/2003,8
5/19/2003 20:46,5/19/2003,8
5/19/2003 20:47,5/19/2003,8
5/19/2003 20:48,5/19/2003,8
5/19/2003 20:49,5/19/2003,8
5/19/2003 20:50,5/19/2003,8
5/19/2003 20:51,5/19/2003,8
5/19/2003 20:52,5/19/2003,8
5/19/2003 20:53,5/19/2003,8
5/19/2003 20:54,5/19/2003,8
5/19/2003 20:55,5/19/2003,8
5/19/2003 20:56,5/19/2003,8
5/19/2003 20:57,5/19/2003,8
5/19/2003 20:58,5/19/2003,8
5/19/2003 20:59,5/19/2003,8
5/19/2003 21:00,5/19/2003,8
5/19/2003 21:01,5/19/2003,8
5/19/2003 21:02,5/19/2003,8
5/19/2003 21:03,5/19/2003,8
5/19/2003 21:04,5/19/2003,8
5/19/2003 21:05,5/19/2003,8
5/19/2003 21:06,5/19/2003,8
5/19/2003 21:07,5/19/2003,8
5/19/2003 21:08,5/19/2003,8
5/19/2003 21:09,5/19/2003,8
5/19/2003 21:10,5/19/2003,8
5/19/2003 21:11,5/19/2003,8
5/19/2003 21:12,5/19/2003,8
5/19/2003 21:13,5/19/2003,8
5/19/2003 21:14,5/19/2003,8
5/19/2003 21:15,5/19/2003,8
5/19/2003 21:16,5/19/2003,8
5/19/2003 21:17,5/19/2003,8
5/19/2003 21:18,5/19/2003,8
5/19/2003 21:19,5/19/2003,8
5/19/2003 21:20,5/19/2003,8
5/19/2003 21:21,5/19/2003,8
5/19/2003 21:22,5/19/2003,8
5/19/2003 21:23,5/19/2003,8
5/19/2003 21:24,5/19/2003,8
5/19/2003 21:25,5/19/2003,8
5/19/2003 21:26,5/19/2003,8
5/19/2003 21:27,5/19/2003,8
5/19/2003 21:28,5/19/2003,8
5/19/2003 21:29,5/19/2003,8
5/19/2003 21:30,5/19/2003,8
5/19/2003 21:31,5/19/2003,8
5/19/2003 21:32,5/19/2003,8
5/19/2003 21:33,5/19/2003,8
5/19/2003 21:34,5/19/2003,8
5/19/2003 21:35,5/19/2003,8
5/19/2003 21:36,5/19/2003,8
5/19/2003 21:37,5/19/2003,8
5/19/2003 21:38,5/19/2003,8
5/19/2003 21:39,5/19/2003,8
5/19/2003 21:40,5/19/2003,8
5/19/2003 21:41,5/19/2003,8
5/19/2003 21:42,5/19/2003,8
5/19/2003 21:43,5/19/2003,8
5/19/2003 21:44,5/19/2003,8
5/19/2003 21:45,5/19/2003,8
5/19/2003 21:46,5/19/2003,8
5/19/2003 21:47,5/19/2003,8
5/19/2003 21:48,5/19/2003,8
5/19/2003 21:49,5/19/2003,8
5/19/2003 21:50,5/19/2003,8
5/19/2003 21:51,5/19/2003,8
5/19/2003 21:52,5/19/2003,8
5/19/2003 21:53,5/19/2003,8
5/19/2003 21:54,5/19/2003,8
5/19/2003 21:55,5/19/2003,8
5/19/2003 21:56,5/19/2003,8
5/19/2003 21:57,5/19/2003,8
5/19/2003 21:58,5/19/2003,8
5/19/2003 21:59,5/19/2003,8
5/19/2003 22:00,5/19/2003,8
5/19/2003 22:01,5/19/2003,8
5/19/2003 22:02,5/19/2003,8
5/19/2003 22:03,5/19/2003,8
5/19/2003 22:04,5/19/2003,8
5/19/2003 22:05,5/19/2003,8
5/19/2003 22:06,5/19/2003,8
5/19/2003 22:07,5/19/2003,8
5/19/2003 22:08,5/19/2003,8
5/19/2003 22:09,5/19/2003,8
5/19/2003 22:10,5/19/2003,8
5/19/2003 22:11,5/19/2003,8
5/19/2003 22:12,5/19/2003,8
5/19/2003 22:13,5/19/2003,8
5/19/2003 22:14,5/19/2003,8
5/19/2003 22:15,5/19/2003,8
5/19/2003 22:16,5/19/2003,8
5/19/2003 22:17,5/19/2003,8
5/19/2003 22:18,5/19/2003,8
5/19/2003 22:19,5/19/2003,8
5/19/2003 22:20,5/19/2003,8
5/19/2003 22:21,5/19/2003,8
5/19/2003 22:22,5/19/2003,8
5/19/2003 22:23,5/19/2003,8
5/19/2003 22:24,5/19/2003,8
5/19/2003 22:25,5/19/2003,8
5/19/2003 22:26,5/19/2003,8
5/19/2003 22:27,5/19/2003,8
5/19/2003 22:28,5/19/2003,8
5/19/2003 22:29,5/19/2003,8
5/19/2003 22:30,5/19/2003,8
5/19/2003 22:31,5/19/2003,8
5/19/2003 22:32,5/19/2003,8
5/19/2003 22:33,5/19/2003,8
5/19/2003 22:34,5/19/2003,8
5/19/2003 22:35,5/19/2003,8
5/19/2003 22:36,5/19/2003,8
5/19/2003 22:37,5/19/2003,8
5/19/2003 22:38,5/19/2003,8
5/19/2003 22:39,5/19/2003,8
5/19/2003 22:40,5/19/2003,8
5/19/2003 22:41,5/19/2003,8
5/19/2003 22:42,5/19/2003,8
5/19/2003 22:43,5/19/2003,8
5/19/2003 22:44,5/19/2003,8
5/19/2003 22:45,5/19/2003,8
5/19/2003 22:46,5/19/2003,8
5/19/2003 22:47,5/19/2003,8
5/19/2003 22:48,5/19/2003,8
5/19/2003 22:49,5/19/2003,8
5/19/2003 22:50,5/19/2003,8
5/19/2003 22:51,5/19/2003,8
5/19/2003 22:52,5/19/2003,8
5/19/2003 22:53,5/19/2003,8
5/19/2003 22:54,5/19/2003,8
5/19/2003 22:55,5/19/2003,8
5/19/2003 22:56,5/19/2003,8
5/19/2003 22:57,5/19/2003,8
5/19/2003 22:58,5/19/2003,8
5/19/2003 22:59,5/19/2003,8
5/19/2003 23:00,5/19/2003,8
5/19/2003 23:01,5/19/2003,8
5/19/2003 23:02,5/19/2003,8
5/19/2003 23:03,5/19/2003,8
5/19/2003 23:04,5/19/2003,8
5/19/2003 23:05,5/19/2003,8
5/19/2003 23:06,5/19/2003,8
5/19/2003 23:07,5/19/2003,8
5/19/2003 23:08,5/19/2003,8
5/19/2003 23:09,5/19/2003,8
5/19/2003 23:10,5/19/2003,8
5/19/2003 23:11,5/19/2003,8
5/19/2003 23:12,5/19/2003,8
5/19/2003 23:13,5/19/2003,8
5/19/2003 23:14,5/19/2003,8
5/19/2003 23:15,5/19/2003,8
5/19/2003 23:16,5/19/2003,8
5/19/2003 23:17,5/19/2003,8
5/19/2003 23:18,5/19/2003,8
5/19/2003 23:19,5/19/2003,8
5/19/2003 23:20,5/19/2003,8
5/19/2003 23:21,5/19/2003,8
5/19/2003 23:22,5/19/2003,8
5/19/2003 23:23,5/19/2003,8
5/19/2003 23:24,5/19/2003,8
5/19/2003 23:25,5/19/2003,8
5/19/2003 23:26,5/19/2003,8
5/19/2003 23:27,5/19/2003,8
5/19/2003 23:28,5/19/2003,8
5/19/2003 23:29,5/19/2003,8
5/19/2003 23:30,5/19/2003,8
5/19/2003 23:31,5/19/2003,8
5/19/2003 23:32,5/19/2003,8
5/19/2003 23:33,5/19/2003,8
5/19/2003 23:34,5/19/2003,8
5/19/2003 23:35,5/19/2003,8
5/19/2003 23:36,5/19/2003,8
5/19/2003 23:37,5/19/2003,8
5/19/2003 23:38,5/19/2003,8
5/19/2003 23:39,5/19/2003,8
5/19/2003 23:40,5/19/2003,8
5/19/2003 23:41,5/19/2003,8
5/19/2003 23:42,5/19/2003,8
5/19/2003 23:43,5/19/2003,8
5/19/2003 23:44,5/19/2003,8
5/19/2003 23:45,5/19/2003,8
5/19/2003 23:46,5/19/2003,8
5/19/2003 23:47,5/19/2003,8
5/19/2003 23:48,5/19/2003,8
5/19/2003 23:49,5/19/2003,8
5/19/2003 23:50,5/19/2003,8
5/19/2003 23:51,5/19/2003,8
5/19/2003 23:52,5/19/2003,8
5/19/2003 23:53,5/19/2003,8
5/19/2003 23:54,5/19/2003,8
5/19/2003 23:55,5/19/2003,8
5/19/2003 23:56,5/19/2003,8
5/19/2003 23:57,5/19/2003,8
5/19/2003 23:58,5/19/2003,8
5/19/2003 23:59,5/19/2003,8
5/20/2003 0:00,5/20/2003,8
5/20/2003 0:01,5/20/2003,8
5/20/2003 0:02,5/20/2003,8
5/20/2003 0:03,5/20/2003,8
5/20/2003 0:04,5/20/2003,8
5/20/2003 0:05,5/20/2003,8
5/20/2003 0:06,5/20/2003,8
5/20/2003 0:07,5/20/2003,8
5/20/2003 0:08,5/20/2003,8
5/20/2003 0:09,5/20/2003,8
5/20/2003 0:10,5/20/2003,8
5/20/2003 0:11,5/20/2003,8
5/20/2003 0:12,5/20/2003,8
5/20/2003 0:13,5/20/2003,8
5/20/2003 0:14,5/20/2003,8
5/20/2003 0:15,5/20/2003,8
5/20/2003 0:16,5/20/2003,8
5/20/2003 0:17,5/20/2003,8
5/20/2003 0:18,5/20/2003,8
5/20/2003 0:19,5/20/2003,8
5/20/2003 0:20,5/20/2003,8
5/20/2003 0:21,5/20/2003,8
5/20/2003 0:22,5/20/2003,8
5/20/2003 0:23,5/20/2003,8
5/20/2003 0:24,5/20/2003,8
5/20/2003 0:25,5/20/2003,8
5/20/2003 0:26,5/20/2003,8
5/20/2003 0:27,5/20/2003,8
5/20/2003 0:28,5/20/2003,8
5/20/2003 0:29,5/20/2003,8
5/20/2003 0:30,5/20/2003,8
5/20/2003 0:31,5/20/2003,8
5/20/2003 0:32,5/20/2003,8
5/20/2003 0:33,5/20/2003,8
5/20/2003 0:34,5/20/2003,8
5/20/2003 0:35,5/20/2003,8
5/20/2003 0:36,5/20/2003,8
5/20/2003 0:37,5/20/2003,8
5/20/2003 0:38,5/20/2003,8
5/20/2003 0:39,5/20/2003,8
5/20/2003 0:40,5/20/2003,8
5/20/2003 0:41,5/20/2003,8
5/20/2003 0:42,5/20/2003,8
5/20/2003 0:43,5/20/2003,8
5/20/2003 0:44,5/20/2003,8
5/20/2003 0:45,5/20/2003,8
5/20/2003 0:46,5/20/2003,8
5/20/2003 0:47,5/20/2003,8
5/20/2003 0:48,5/20/2003,8
5/20/2003 0:49,5/20/2003,8
5/20/2003 0:50,5/20/2003,8
5/20/2003 0:51,5/20/2003,8
5/20/2003 0:52,5/20/2003,8
5/20/2003 0:53,5/20/2003,8
5/20/2003 0:54,5/20/2003,8
5/20/2003 0:55,5/20/2003,8
5/20/2003 0:56,5/20/2003,545
5/20/2003 0:57,5/20/2003,529
5/20/2003 0:58,5/20/2003,1174
5/20/2003 0:59,5/20/2003,1712
5/20/2003 1:00,5/20/2003,1174
5/20/2003 1:01,5/20/2003,434
5/20/2003 1:02,5/20/2003,13
5/20/2003 1:03,5/20/2003,7
5/20/2003 1:04,5/20/2003,7
5/20/2003 1:05,5/20/2003,7
5/20/2003 1:06,5/20/2003,8
5/20/2003 1:07,5/20/2003,8
5/20/2003 1:08,5/20/2003,8
5/20/2003 1:09,5/20/2003,8
5/20/2003 1:10,5/20/2003,8
5/20/2003 1:11,5/20/2003,8
5/20/2003 1:12,5/20/2003,7
5/20/2003 1:13,5/20/2003,7
5/20/2003 1:14,5/20/2003,7
5/20/2003 1:15,5/20/2003,7
5/20/2003 1:16,5/20/2003,8
5/20/2003 1:17,5/20/2003,8
5/20/2003 1:18,5/20/2003,8
5/20/2003 1:19,5/20/2003,8
5/20/2003 1:20,5/20/2003,8
5/20/2003 1:21,5/20/2003,8
5/20/2003 1:22,5/20/2003,8
5/20/2003 1:23,5/20/2003,8
5/20/2003 1:24,5/20/2003,13
5/20/2003 1:25,5/20/2003,8
5/20/2003 1:26,5/20/2003,8
5/20/2003 1:27,5/20/2003,8
5/20/2003 1:28,5/20/2003,8
5/20/2003 1:29,5/20/2003,8
5/20/2003 1:30,5/20/2003,8
5/20/2003 1:31,5/20/2003,8
5/20/2003 1:32,5/20/2003,8
5/20/2003 1:33,5/20/2003,8
5/20/2003 1:34,5/20/2003,8
5/20/2003 1:35,5/20/2003,8
5/20/2003 1:36,5/20/2003,8
5/20/2003 1:37,5/20/2003,8
5/20/2003 1:38,5/20/2003,8
5/20/2003 1:39,5/20/2003,8
5/20/2003 1:40,5/20/2003,8
5/20/2003 1:41,5/20/2003,8
5/20/2003 1:42,5/20/2003,8
5/20/2003 1:43,5/20/2003,8
5/20/2003 1:44,5/20/2003,8
5/20/2003 1:45,5/20/2003,8
5/20/2003 1:46,5/20/2003,8
5/20/2003 1:47,5/20/2003,8
5/20/2003 1:48,5/20/2003,8
5/20/2003 1:49,5/20/2003,8
5/20/2003 1:50,5/20/2003,8
5/20/2003 1:51,5/20/2003,8
5/20/2003 1:52,5/20/2003,8
5/20/2003 1:53,5/20/2003,8
5/20/2003 1:54,5/20/2003,8
5/20/2003 1:55,5/20/2003,8
5/20/2003 1:56,5/20/2003,8
5/20/2003 1:57,5/20/2003,8
5/20/2003 1:58,5/20/2003,8
5/20/2003 1:59,5/20/2003,8
5/20/2003 2:00,5/20/2003,8
5/20/2003 2:01,5/20/2003,8
5/20/2003 2:02,5/20/2003,8
5/20/2003 2:03,5/20/2003,8
5/20/2003 2:04,5/20/2003,8
5/20/2003 2:05,5/20/2003,8
5/20/2003 2:06,5/20/2003,8
5/20/2003 2:07,5/20/2003,8
5/20/2003 2:08,5/20/2003,8
5/20/2003 2:09,5/20/2003,8
5/20/2003 2:10,5/20/2003,8
5/20/2003 2:11,5/20/2003,8
5/20/2003 2:12,5/20/2003,8
5/20/2003 2:13,5/20/2003,8
5/20/2003 2:14,5/20/2003,8
5/20/2003 2:15,5/20/2003,8
5/20/2003 2:16,5/20/2003,8
5/20/2003 2:17,5/20/2003,8
5/20/2003 2:18,5/20/2003,8
5/20/2003 2:19,5/20/2003,8
5/20/2003 2:20,5/20/2003,8
5/20/2003 2:21,5/20/2003,8
5/20/2003 2:22,5/20/2003,8
5/20/2003 2:23,5/20/2003,8
5/20/2003 2:24,5/20/2003,8
5/20/2003 2:25,5/20/2003,8
5/20/2003 2:26,5/20/2003,8
5/20/2003 2:27,5/20/2003,8
5/20/2003 2:28,5/20/2003,8
5/20/2003 2:29,5/20/2003,8
5/20/2003 2:30,5/20/2003,8
5/20/2003 2:31,5/20/2003,8
5/20/2003 2:32,5/20/2003,8
5/20/2003 2:33,5/20/2003,8
5/20/2003 2:34,5/20/2003,8
5/20/2003 2:35,5/20/2003,8
5/20/2003 2:36,5/20/2003,8
5/20/2003 2:37,5/20/2003,8
